# The 2MASS Redshift Survey
# Huchra et al., to be submitted to ApJS
#
# http://tdc-www.harvard.edu/2mrs/
# catalog version 2.1, 2011 June 22
# maintained by Lucas Macri, lmacri@tamu.edu
#
# Code "M": The NED query by 2MASS ID returned a match with no redshift, but a query by position (tolerance=1.3 arcminutes) returned a match with a redshift.
#
#2MASS_ID        NED_ID                         RA          DEC        TYPE   NED_CZ QUAL NED_BIBCODE         NED_ALT_ENTRY                  RA           DEC       TYPE   NED_CZ  SEP NED_BIBCODE         CZ_ERR
00005234-3550370|2MASX J00005234-3550370       |00h00m52.3s -35d50m37s|IrS   |      |    |                   |6dF J0000522-355037           |00h00m52.3s -35d50m37s|G     | 15581| 0.0|20096dF...C...0000J|  45
03031501+1626188|2MASX J03031501+1626188       |03h03m15.0s +16d26m19s|G     |      |    |                   |3C 076.1                      |03h03m15.0s +16d26m19s|G     |  9740| 0.0|1991RC3.9.C...0000d|  35
03081081-2257363|2MASX J03081081-2257363       |03h08m10.8s -22d57m37s|IrS   |      |    |                   |6dF J0308108-225737           |03h08m10.8s -22d57m37s|G     | 10689| 0.0|20096dF...C...0000J|  45
03081586-2341283|2MASX J03081586-2341283       |03h08m15.9s -23d41m29s|IrS   |      |    |                   |GIN 177                       |03h08m15.9s -23d41m29s|IrS   | 20331| 0.0|1999MNRAS.305..259W|  13
03110988-2519144|2MASX J03110988-2519144       |03h11m09.9s -25d19m14s|G     |      |    |                   |ESO 481- G 004                |03h11m09.9s -25d19m14s|G     | 11842| 0.0|20032dF...C...0000C|  64
03121385-2512125|2MASX J03121385-2512125       |03h12m13.9s -25d12m12s|IrS   |      |    |                   |MCG -04-08-043                |03h12m13.8s -25d12m15s|G     |  6483| 0.0|1998AJ....116....1D|  48
03121753-2508515|2MASX J03121753-2508515       |03h12m17.5s -25d08m52s|IrS   |      |    |                   |6dF J0312175-250852           |03h12m17.5s -25d08m52s|G     |  6483| 0.0|20096dF...C...0000J|  45
03122658-2708245|2MASX J03122658-2708245       |03h12m26.6s -27d08m25s|G     |      |    |                   |ESO 481-IG 012 NED01          |03h12m26.9s -27d08m24s|G     | 19328| 0.0|1998A&AS..129..399K|  72
03122875-3535165|2MASX J03122875-3535165       |03h12m28.8s -35d35m17s|IrS   |      |    |                   |6dF J0312287-353517           |03h12m28.8s -35d35m17s|G     | 17830| 0.0|20096dF...C...0000J|  31
03143297-3407398|2MASX J03143297-3407398       |03h14m33.0s -34d07m40s|IrS   |      |    |                   |6dF J0314330-340740           |03h14m32.9s -34d07m40s|G     | 20155| 0.0|20096dF...C...0000J|  45
03144045-2855564|2MASX J03144045-2855564       |03h14m40.5s -28d55m56s|IrS   |      |    |                   |2dFGRS S320Z081               |03h14m40.5s -28d55m57s|G     | 21015| 0.0|20032dF...C...0000C|  64
03152575-3131130|2MASX J03152575-3131130       |03h15m25.8s -31d31m13s|IrS   |      |    |                   |6dF J0315258-313113           |03h15m25.7s -31d31m13s|G     | 20266| 0.0|20096dF...C...0000J|  45
03174372-5726477|AM 0316-573 NED01             |03h17m43.5s -57d26m39s|G     |      |    |                   |ESO 116-IG 015                |03h17m43.9s -57d26m48s|GPair |  8480| 0.0|1989ESOLV.C...0000L|  22
03190463+4128071|2MASX J03190463+4128071       |03h19m04.7s +41d28m07s|G     |      |    |                   |PGC 012358                    |03h19m04.8s +41d28m09s|G     |  4027| 0.0|2008MNRAS.383..247P|  39
03215518-1339006|2MASX J03215518-1339006       |03h21m55.2s -13d39m01s|IrS   |      |    |                   |6dF J0321552-133901           |03h21m55.2s -13d39m01s|G     |  9700| 0.0|20096dF...C...0000J|  45
03220795-2734545|2MASX J03220795-2734545       |03h22m08.0s -27d34m55s|IrS   |      |    |                   |2dFGRS S242Z182               |03h22m08.0s -27d34m52s|G     | 13041| 0.0|20032dF...C...0000C|  64
03404421-0240171|2MASX J03404421-0240171       |03h40m44.2s -02d40m17s|G     |      |    |                   |RX J0340.7-0240               |03h40m43.0s -02d40m07s|GClst | 10793| 0.3|1998ApJS..117..319A|   0
03540077-7208018|2MASX J03540077-7208018       |03h54m00.8s -72d08m02s|G     |      |    |                   |ESO 055-IG 002                |03h54m02.0s -72d08m05s|G     | 14538| 0.0|1993MNRAS.263..349S|  74
04014528-6045309|2MASX J04014528-6045309       |04h01m45.3s -60d45m31s|IrS   |      |    |                   |6dF J0401452-604531           |04h01m45.3s -60d45m31s|G     |  5368| 0.0|20096dF...C...0000J|  45
04023209+6020377|2MASX J04023209+6020377       |04h02m32.1s +60d20m38s|G     |      |    |                   |IRAS  03582+6012              |04h02m32.5s +60d20m40s|G     |  8997| 0.0|1992ApJS...83...29S|  38
04043816-3539330|2MASX J04043816-3539330       |04h04m38.2s -35d39m33s|IrS   |      |    |                   |6dF J0404382-353933           |04h04m38.1s -35d39m33s|G     | 19927| 0.0|20096dF...C...0000J|  45
04060782-6203208|2MASX J04060782-6203208       |04h06m07.8s -62d03m20s|IrS   |      |    |                   |6dF J0406078-620321           |04h06m07.8s -62d03m20s|G     |  5627| 0.0|20096dF...C...0000J|  45
04082595-3100113|2MASX J04082595-3100113       |04h08m25.9s -31d00m11s|G     |      |    |                   |AM 0406-310 NED01             |04h08m25.9s -31d00m12s|G     | 16983| 0.0|2005AJ....130.2012W|  46
04082983-6049261|2MASX J04082983-6049261       |04h08m29.8s -60d49m26s|G     |      |    |                   |2MASX J04082983-6049261       |04h08m29.8s -60d49m26s|G     | 14530| 0.0|20096dF...C...0000J|  45
04083255-3049193|2MASX J04083255-3049193       |04h08m32.6s -30d49m19s|IrS   |      |    |                   |AM 0406-305 NED02             |04h08m32.4s -30d49m22s|G     | 17985| 0.1|2005AJ....130.2012W|  42
04101895-2457241|2MASX J04101895-2457241       |04h10m18.9s -24d57m24s|IrS   |      |    |                   |6dF J0410190-245724           |04h10m18.9s -24d57m24s|G     | 12468| 0.0|20096dF...C...0000J|  25
04155516-3653278|2MASX J04155516-3653278       |04h15m55.2s -36d53m28s|IrS   |      |    |                   |IRAS F04141-3700              |04h15m55.1s -36d53m28s|G     |  8782| 0.0|1998AJ....116....1D|  43
04172424-3716548|2MASX J04172424-3716548       |04h17m24.2s -37d16m55s|IrS   |      |    |                   |FAIRALL 1122                  |04h17m24.2s -37d16m55s|IrS   | 15138| 0.0|20096dF...C...0000J|  45
04185648-3707304|2MASX J04185648-3707304       |04h18m56.5s -37d07m31s|IrS   |      |    |                   |MCG -06-10-006                |04h18m56.5s -37d07m33s|G     | 11299| 0.0|1998AJ....116....1D|  39
04193899-3910256|2MASX J04193899-3910256       |04h19m39.0s -39d10m25s|IrS   |      |    |                   |ESO 303-IG 011                |04h19m39.3s -39d10m24s|G     | 15255| 0.1|1998AJ....116....1D|  13
04203185-3857293|2MASX J04203185-3857293       |04h20m31.8s -38d57m29s|G     |      |    |                   |LCRS B041846.9-390434         |04h20m31.8s -38d57m29s|G     | 12003| 0.0|1998AJ....116....1D|  10
04243145-3429015|MC 0422-345                   |04h24m31.4s -34d29m01s|IrS   |      |    |                   |6dF J0424315-342901           |04h24m31.4s -34d29m01s|G     | 14437| 0.0|20096dF...C...0000J|  45
04274377-3337199|2MASX J04274377-3337199       |04h27m43.8s -33d37m20s|IrS   |      |    |                   |6dF J0427438-333720           |04h27m43.8s -33d37m20s|G     | 13862| 0.0|20096dF...C...0000J|  31
04284554-2819409|2MASX J04284554-2819409       |04h28m45.5s -28d19m41s|IrS   |      |    |                   |6dF J0428455-281941           |04h28m45.5s -28d19m41s|G     | 12826| 0.0|20096dF...C...0000J|  45
04285272-6036261|2MASX J04285272-6036261       |04h28m52.8s -60d36m26s|IrS   |      |    |                   |APMBGC 118-015+033            |04h28m52.8s -60d36m29s|G     | 19395| 0.0|1996AJ....112...36Q|  39
04290508-3434211|2MASX J04290508-3434211       |04h29m05.1s -34d34m21s|G     |      |    |                   |6dF J0429050-343421           |04h29m05.1s -34d34m21s|G     | 14008| 0.0|20096dF...C...0000J|  34
04292823-3642316|2MASX J04292823-3642316       |04h29m28.2s -36d42m31s|G     |      |    |                   |ESO 360- G 013                |04h29m28.2s -36d42m30s|G     |  4207| 0.0|2003A&A...412...57P|   9
04313753-3128204|2MASX J04313753-3128204       |04h31m37.5s -31d28m20s|IrS   |      |    |                   |6dF J0431375-312820           |04h31m37.5s -31d28m20s|G     |  9718| 0.0|20096dF...C...0000J|  45
04321730-3023575|2MASX J04321730-3023575       |04h32m17.3s -30d23m58s|IrS   |      |    |                   |2MASX J04321730-3023575       |04h32m17.3s -30d23m58s|IrS   | 16472| 0.0|20096dF...C...0000J|  45
04323804-3324494|2MASX J04323804-3324494       |04h32m38.1s -33d24m50s|IrS   |      |    |                   |2MASX J04323804-3324494       |04h32m38.1s -33d24m50s|IrS   |  9780| 0.0|20096dF...C...0000J|  25
04335439-6049057|2MASX J04335439-6049057       |04h33m54.4s -60d49m06s|IrS   |      |    |                   |Sersic 040/06:[QRW96a] 27246  |04h33m54.4s -60d49m05s|G     | 17715| 0.0|1996AJ....112...36Q|  70
04374514-2942040|2MASX J04374514-2942040       |04h37m45.2s -29d42m04s|IrS   |      |    |                   |ESO 421- G 011                |04h37m45.2s -29d42m04s|IrS   | 13175| 0.0|20096dF...C...0000J|  45
04393729-3705067|2MASX J04393729-3705067       |04h39m37.3s -37d05m07s|IrS   |      |    |                   |6dF J0439373-370507           |04h39m37.3s -37d05m07s|G     | 12368| 0.0|20096dF...C...0000J|  45
04404717-3721214|2MASX J04404717-3721214       |04h40m47.2s -37d21m21s|IrS   |      |    |                   |6dF J0440472-372122           |04h40m47.2s -37d21m21s|IrS   | 12137| 0.0|20096dF...C...0000J|  45
04415018-3407549|2MASX J04415018-3407549       |04h41m50.2s -34d07m55s|G     |      |    |                   |6dF J0441502-340755           |04h41m50.2s -34d07m55s|G     |  9063| 0.0|20096dF...C...0000J|  45
04424885-3937409|2MASX J04424885-3937409       |04h42m48.8s -39d37m41s|IrS   |      |    |                   |6dF J0442487-393741           |04h42m48.8s -39d37m41s|G     | 16073| 0.0|20096dF...C...0000J|  31
04444694+2815077|2MASX J04444694+2815077       |04h44m47.0s +28d15m08s|G     |      |    |                   |IRAS 04416+2809               |04h44m43.8s +28d14m57s|G     |  3403| 0.7|1995ApJ...449..527L|  20
04535031-3313501|2MASX J04535031-3313501       |04h53m50.3s -33d13m50s|IrS   |      |    |                   |CSRG 0401                     |04h53m50.3s -33d13m50s|G     | 12569| 0.0|20096dF...C...0000J|  45
04542820-6625275|2MASX J04542820-6625275       |04h54m28.2s -66d25m28s|G     |      |    |                   |IRAS  04543-6629 ID           |04h54m28.1s -66d25m27s|G     |  7105| 0.0|1992ApJS...83...29S| 300
04590268+1224048|2MASX J04590268+1224048       |04h59m02.7s +12d24m05s|G     |      |    |                   |CGCG 445-001                  |04h59m02.7s +12d24m03s|G     |  3463| 0.0|2003A&A...412...57P|   7
05013825-3406360|2MASX J05013825-3406360       |05h01m38.2s -34d06m36s|IrS   |      |    |                   |6dF J0501382-340636           |05h01m38.2s -34d06m36s|G     | 19716| 0.0|20096dF...C...0000J|  45
05045393-3806306|2MASX J05045393-3806306       |05h04m53.9s -38d06m31s|IrS   |      |    |                   |2MASX J05045393-3806306       |05h04m53.9s -38d06m31s|IrS   |  8677| 0.0|20096dF...C...0000J|  45
05050082+2717264|2MASX J05050082+2717264       |05h05m00.8s +27d17m27s|G     |      |    |                   |IRAS 05019+2713               |05h05m02.3s +27d17m24s|G     | 13155| 0.3|1994A&AS..104..529T|  50
05074465+0039560|II Zw 031 NOTES01             |05h07m44.7s +00d39m56s|G     |      |    |                   |II Zw 031                     |05h07m44.8s +00d39m54s|GPair | 15718| 0.1|1988AJ.....96.1775O|   0
05094933-2536181|2MASX J05094933-2536181       |05h09m49.3s -25d36m18s|G     |      |    |                   |6dF J0509493-253618           |05h09m49.3s -25d36m18s|G     | 10626| 0.0|20096dF...C...0000J|  45
05115700-3957427|2MASX J05115700-3957427       |05h11m57.0s -39d57m43s|G     |      |    |                   |6dF J0511570-395743           |05h11m57.0s -39d57m43s|G     | 12932| 0.0|20096dF...C...0000J|  45
05144919-4048039|2MASX J05144919-4048039       |05h14m49.2s -40d48m04s|IrS   |      |    |                   |6dF J0514492-404804           |05h14m49.2s -40d48m04s|G     | 15819| 0.0|20096dF...C...0000J|  45
05151674+2210415|2MASX J05151674+2210415       |05h15m16.7s +22d10m42s|G     |      |    |                   |2MASX J05151674+2210415       |05h15m16.7s +22d10m42s|G     |  8959| 0.0|1997AJ....113..905P|   4
05170828-3710217|2MASX J05170828-3710217       |05h17m08.3s -37d10m22s|G     |      |    |                   |2MASX J05170828-3710217       |05h17m08.3s -37d10m22s|G     | 12574| 0.0|20096dF...C...0000J|  45
05175993-3354442|2MASX J05175993-3354442       |05h17m59.9s -33d54m44s|IrS   |      |    |                   |6dF J0517599-335444           |05h17m59.9s -33d54m44s|G     | 11074| 0.0|20096dF...C...0000J|  45
05194054+0343466|2MASX J05194054+0343466       |05h19m40.5s +03d43m47s|G     |      |    |                   |ARP 052                       |05h19m40.5s +03d43m47s|GPair |  8376| 0.0|1988AJ.....96.1775O|  30
05214866+1703234|2MASX J05214866+1703234       |05h21m48.6s +17d03m23s|G     |      |    |                   |IRAS 05189+1700               |05h21m48.6s +17d03m23s|G     |  6558| 0.0|1997AJ....113..905P|   4
05220907+1748487|2MASX J05220907+1748487       |05h22m09.0s +17d48m49s|G     |      |    |                   |2MFGC 04391                   |05h22m09.0s +17d48m49s|G     |  5892| 0.0|1994A&AS..104..529T|  50
05225839-2754279|2MASX J05225839-2754279       |05h22m58.4s -27d54m28s|G     |      |    |                   |2MASX J05225839-2754279       |05h22m58.4s -27d54m28s|G     | 10601| 0.0|20096dF...C...0000J|  45
05235546+4842509|2MASX J05235546+4842509       |05h23m55.5s +48d42m51s|G     |      |    |                   |IRAS  05201+4840              |05h23m55.3s +48d42m56s|G     | 10070| 0.0|2003A&A...412...57P|  26
05242146+1618171|2MASX J05242146+1618171       |05h24m21.5s +16d18m17s|G     |      |    |                   |CAP 0521+16a                  |05h24m21.5s +16d18m17s|G     |  6542| 0.0|1997AJ....113..905P|   4
05252717-3242157|2MASX J05252717-3242157       |05h25m27.2s -32d42m16s|IrS   |      |    |                   |2MASX J05252717-3242157       |05h25m27.2s -32d42m16s|IrS   | 23027| 0.0|20096dF...C...0000J|  45
05253525-3637228|2MASX J05253525-3637228       |05h25m35.2s -36d37m23s|G     |      |    |                   |2MASX J05253525-3637228       |05h25m35.2s -36d37m23s|G     | 14417| 0.0|20096dF...C...0000J|  45
05261314-2150485|2MASX J05261314-2150485       |05h26m13.1s -21d50m49s|G     |      |    |                   |IRAS 05241-2153               |05h26m13.1s -21d50m55s|GPair | 17118| 0.0|1992ApJS...83...29S|  38
05301802+2152547|2MASX J05301802+2152547       |05h30m18.0s +21d52m55s|G     |      |    |                   |IRAS  05273+2150              |05h30m18.0s +21d52m55s|GPair |  7600| 0.9|1997AJ....113..905P|   4
05315600+1653297|2MASX J05315600+1653297       |05h31m56.0s +16d53m30s|G     |      |    |                   |2MFGC 04508                   |05h31m56.0s +16d53m30s|G     |  8374| 0.0|1997AJ....113..905P|   4
05321898+1645166|2MASX J05321898+1645166       |05h32m19.0s +16d45m17s|G     |      |    |                   |CAP 0529+16b                  |05h32m19.0s +16d45m17s|G     |  7412| 0.0|1997AJ....113..905P|   4
05442275-4036219|2MASX J05442275-4036219       |05h44m22.8s -40d36m22s|G     |      |    |                   |6dF J0544227-403622           |05h44m22.8s -40d36m22s|G     | 13594| 0.0|20096dF...C...0000J|  45
05464992-2548101|2MASX J05464992-2548101       |05h46m49.9s -25d48m10s|IrS   |      |    |                   |ABELL 0548:[D80] 078          |05h46m50.0s -25d48m06s|G     | 11091| 0.1|1988AJ.....95..284D|  45
05490223-3129287|2MASX J05490223-3129287       |05h49m02.3s -31d29m29s|G     |      |    |                   |6dF J0549022-312929           |05h49m02.2s -31d29m29s|G     |  9959| 0.0|20096dF...C...0000J|  45
05513841+4317363|2MASX J05513841+4317363       |05h51m38.4s +43d17m36s|G     |      |    |                   |IRAS  05480+4316              |05h51m38.4s +43d17m36s|G     | 13240| 0.0|2003A&A...412...57P|  10
05580327-6410065|2MASX J05580327-6410065       |05h58m03.3s -64d10m07s|G     |      |    |                   |FAIRALL 0245                  |05h57m58.7s -64d09m50s|G     |  8065| 0.6|1980MNRAS.192..389F| 200
05593720-6004228|ESO 120- G 026                |05h59m37.2s -60d04m23s|G     |      |    |                   |AM 0602-600                   |05h59m39.7s -60d04m42s|GPair | 10945| 0.4|2006HIPAS.C...0000:|  12
06010564-2611095|2MASX J06010564-2611095       |06h01m05.7s -26d11m10s|IrS   |      |    |                   |6dF J0601056-261110           |06h01m05.6s -26d11m10s|G     | 11698| 0.0|20096dF...C...0000J|  45
06081100+3415488|2MASX J06081100+3415488       |06h08m11.0s +34d15m49s|G     |      |    |                   |VV 596                        |06h08m10.9s +34d15m49s|GPair |  2831| 0.0|1983ApJS...52...89H|  37
06183172-6455527|2MASX J06183172-6455527       |06h18m31.7s -64d55m53s|IrS   |      |    |                   |DC 0622-64:[D80] 058          |06h18m31.6s -64d55m55s|G     |  8845| 0.0|1990ApJS...72..715T|  46
06210556-2002543|2MASX J06210556-2002543       |06h21m05.6s -20d02m54s|IrS   |      |    |                   |UGCA 128                      |06h21m05.5s -20d02m54s|G     |  1986| 0.0|2004AJ....128...16K|   4
06211642+6304430|VII Zw 067 NOTES01            |06h21m16.5s +63d04m43s|G     |      |    |                   |VII Zw 067                    |06h21m16.5s +63d04m43s|G     | 12365| 0.1|1995ApJS..100...69F|  30
06214287-6505231|2MASX J06214287-6505231       |06h21m42.9s -65d05m23s|IrS   |      |    |                   |DC 0622-64:[D80] 032          |06h21m42.8s -65d05m26s|G     | 15724| 0.0|1990ApJS...72..715T|  66
06231076-6501091|2MASX J06231076-6501091       |06h23m10.8s -65d01m10s|G     |      |    |                   |DC 0622-64:[D80] 039          |06h23m10.8s -65d01m12s|G     |  7589| 0.1|1990ApJS...72..715T|  55
06294985-2822590|2MASX J06294985-2822590       |06h29m49.9s -28d22m59s|G     |      |    |                   |2MASX J06294985-2822590       |06h29m49.9s -28d22m59s|G     | 12912| 0.0|20096dF...C...0000J|  45
06383389+5601495|2MASX J06383389+5601495       |06h38m33.9s +56d01m50s|G     |      |    |                   |CGCG 260-021                  |06h38m33.9s +56d01m49s|G     | 10865| 0.0|1999PASP..111..438F|  55
06494829+2541178|2MASX J06494829+2541178       |06h49m48.3s +25d41m18s|G     |      |    |                   |CGCG 115-016                  |06h49m48.3s +25d41m18s|G     |  9620| 0.0|1999PASP..111..438F|  19
06511103-3025030|ESO 427- G 013                |06h51m11.0s -30d25m07s|G     |      |    |                   |TXS 0649-303                  |06h51m09.7s -30d24m51s|G     |  7382| 0.3|1996ApJS..107...97M|  10
06515795+1617407|2MASX J06515795+1617407       |06h51m58.0s +16d17m41s|G     |      |    |                   |CGCG 085-009                  |06h51m58.1s +16d17m42s|G     |  2675| 0.0|1996AJ....112.1803M|  44
07154962+0943353|2MASX J07154962+0943353       |07h15m49.6s +09d43m35s|G     |      |    |                   |IRAS 07131+0948               |07h15m49.6s +09d43m35s|G     |  8330|0.34|1995ApJS..100...69F|  22
07190433-3457337|2MASX J07190433-3457337       |07h19m04.3s -34d57m34s|G     |      |    |                   |IRAS  07172-3451              |07h19m04.2s -34d57m32s|G     |  8973| 0.0|1994MNRAS.270...93Y|  20
07204666+2631441|2MASX J07204666+2631441       |07h20m46.7s +26d31m44s|G     |      |    |                   |CGCG 117-012 NED01            |07h20m46.7s +26d31m44s|G     | 10625| 0.0|1999PASP..111..438F|  36
07235342-0328491|2MASX J07235342-0328491       |07h23m53.4s -03d28m49s|G     |      |    |                   |IRAS 07214-0322               |07h23m54.2s -03d28m50s|G     | 10817| 0.2|1994A&AS..104..529T|  50
07254684+2542422|2MASX J07254684+2542422       |07h25m46.8s +25d42m43s|G     |      |    |                   |CGCG 117-037                  |07h25m46.8s +25d42m43s|G     | 11886| 0.0|1996AJ....112.1803M|  43
07321398+2554228|2MASX J07321398+2554228       |07h32m14.0s +25d54m23s|G     |      |    |                   |NGC 2405                      |07h32m14.0s +25d54m23s|G     |  5663| 0.0|1996AJ....112.1803M|  50
07355674+1802569|2MASX J07355674+1802569       |07h35m56.7s +18d02m57s|G     |      |    |                   |CGCG 087-015                  |07h35m56.7s +18d02m57s|G     |  5000| 0.0|1996AJ....112.1803M|  34
07384178+1642319|2MASX J07384178+1642319       |07h38m41.8s +16d42m32s|G     |      |    |                   |CGCG 087-022 NED01            |07h38m41.8s +16d42m31s|G     |  8795| 0.0|1999PASP..111..438F|  56
07505601+2353467|2MASX J07505601+2353467       |07h50m56.0s +23d53m47s|G     |      |    |                   |UGC 04054                     |07h50m56.0s +23d53m45s|G     |  2121| 0.0|1991RC3.9.C...0000d|   7
07543219+1648351|2MASX J07543219+1648351       |07h54m32.2s +16d48m35s|G     |      |    |                   |UGC 04090                     |07h54m32.2s +16d48m33s|G     | 13891| 0.0|1999PASP..111..438F|  10
07564189+1759286|2MASX J07564189+1759286       |07h56m41.9s +17d59m29s|G     |      |    |                   |CGCG 088-005 NED02            |07h56m41.8s +17d59m28s|G     | 12378| 0.0|1995ApJS..100...69F|  31
08010435+6206138|MCG +10-12-053 NED02          |08h01m04.3s +62d06m14s|G     |      |    |                   |MCG +10-12-053                |08h01m04.4s +62d06m10s|GPair | 22484| 0.1|1998ApJS..117..319A|   0
08160416-0736000|2MASX J08160416-0736000       |08h16m04.2s -07d36m00s|IrS   |      |    |                   |BZU J0816-0735                |08h16m04.2s -07d36m00s|G     | 11992| 0.0|1998AJ....115.1253P|   0
08283097+1728017|2MASX J08283097+1728017       |08h28m31.0s +17d28m02s|G     |      |    |                   |UGC 04433                     |08h28m31.0s +17d28m02s|G     |  6296| 0.0|2007SDSS6.C...0000:|  29
08353993+4629279|2MASX J08353993+4629279       |08h35m39.9s +46d29m28s|G     |      |    |                   |MRK 0092                      |08h35m39.9s +46d29m29s|GPair |  4413| 0.0|1991RC3.9.C...0000d|  46
08542954+3627046|2MASX J08542954+3627046       |08h54m29.5s +36d27m05s|G     |      |    |                   |UGC 04661                     |08h54m29.5s +36d27m04s|G     |  6903| 0.0|2004ApJ...607..202M|  17
09085540-0940457|2MASX J09085540-0940457       |09h08m55.4s -09d40m46s|IrS   |      |    |                   |WINGS J090855.39-094045.4     |09h08m55.4s -09d40m45s|G     | 14607| 0.0|2009A&A...495..707C|  25
09122033+1340256|2MASX J09122033+1340256       |09h12m20.4s +13d40m26s|G     |      |    |                   |CGCG 062-004                  |09h12m20.3s +13d40m26s|G     |  8643| 0.0|1999PASP..111..438F|  61
09144342+4947102|2MASX J09144342+4947102       |09h14m43.5s +49d47m11s|G     |      |    |                   |MCG +08-17-061                |09h14m43.4s +49d47m11s|G     |  8713| 0.0|2004SDSS2.C...0000:|  27
09204890+4039516|2MASX J09204890+4039516       |09h20m48.9s +40d39m52s|G     |      |    |                   |SDSS J092048.80+403951.1      |09h20m48.8s +40d39m51s|G     | 21783| 0.0|2004SDSS3.C...0000:|  66
09275602+5722204|2MASX J09275602+5722204       |09h27m56.0s +57d22m20s|PofG  |      |    |                   |NGC 2870                      |09h27m56.0s +57d22m20s|G     |  3214| 0.0|1991RC3.9.C...0000d|   5
09302891+1621437|2MASX J09302891+1621437       |09h30m28.9s +16d21m44s|G     |      |    |                   |SDSS J093028.90+162143.3      |09h30m28.9s +16d21m43s|G     |  8662| 0.0|2007SDSS6.C...0000:|  34
09311097+7627540|VV 058a                       |09h31m10.9s +76d27m54s|PofG  |      |    |                   |UGC 05050                     |09h31m10.9s +76d27m54s|G     |  2288| 0.0|1991RC3.9.C...0000d|  26
09533619-1228557|NGC 3058 NED02                |09h53m36.2s -12d28m56s|G     |      |    |                   |NGC 3058                      |09h53m35.5s -12d28m50s|GPair |  7470| 0.2|1998A&AS..130..333T|   9
09570824+4858283|2MASX J09570824+4858283       |09h57m08.3s +48d58m29s|G     |      |    |                   |CGCG 239-044                  |09h57m08.3s +48d58m29s|G     | 11277| 0.0|1999PASP..111..438F|  18
10025330+1626573|2MASX J10025330+1626573       |10h02m53.3s +16d26m57s|G     |      |    |                   |CGCG 093-031                  |10h02m53.3s +16d26m57s|G     |  7912| 0.0|1999PASP..111..438F|  53
10082361+3750299|2MASX J10082361+3750299       |10h08m23.6s +37d50m30s|G     |      |    |                   |IC 2543                       |10h08m23.8s +37d50m34s|GPair | 15799| 0.1|1991A&AS...89..225M| 210
10120091+0321162|2MASX J10120091+0321162       |10h12m00.9s +03d21m16s|G     |      |    |                   |CGCG 036-054 NED01            |10h12m00.8s +03d21m14s|G     | 14266| 0.0|2000UZC...C......0F|  30
10185603+1309273|2MASX J10185603+1309273       |10h18m56.0s +13d09m27s|G     |      |    |                   |CGCG 064-106                  |10h18m56.0s +13d09m27s|G     |  7042| 0.0|2005SDSS4.C...0000:|  49
10204276-0433369|2MASX J10204276-0433369       |10h20m42.8s -04d33m37s|G     |      |    |                   |2dFGRS N098Z250               |10h20m43.0s -04d33m44s|GPair | 11907| 0.1|20012dF...C...0000C|  89
10231040+1757455|2MASX J10231040+1757455       |10h23m10.4s +17d57m46s|G     |      |    |                   |MRK 0630                      |10h23m10.4s +17d57m46s|G     |  3545| 0.0|1991RC3.9.C...0000d|  45
10232634+1248565|MCG +02-27-005 NED01          |10h23m26.3s +12d48m56s|G     |      |    |                   |MCG +02-27-005 NED02          |10h23m26.7s +12d48m56s|G     |  2999| 0.0|2005SDSS4.C...0000:|  67
10290507+2741367|CGCG 154-019 NED01            |10h29m05.1s +27d41m37s|G     |      |    |                   |CGCG 154-019                  |10h29m04.8s +27d41m22s|G     | 11461| 0.3|1995AJ....109.2368T|  54
10291627+2343444|UGC 05683 NED01               |10h29m16.3s +23d43m44s|G     |      |    |                   |UGC 05683                     |10h29m17.3s +23d43m25s|G     | 11468| 0.0|1999PASP..111..438F|  60
10354540+2002463|2MASX J10354540+2002463       |10h35m45.4s +20d02m46s|G     |      |    |                   |VV 393 NED01                  |10h35m45.3s +20d02m46s|G     | 16641| 0.0|1999PASP..111..438F|  59
10354619+2102533|2MASX J10354619+2102533       |10h35m46.2s +21d02m53s|G     |      |    |                   |UGC 05751                     |10h35m46.2s +21d02m57s|G     |  7041| 0.1|1991RC3.9.C...0000d|  10
10360578+0006068|2MASX J10360578+0006068       |10h36m05.8s +00d06m07s|G     |      |    |                   |4C +00.37                     |10h36m05.8s +00d06m07s|G     | 29035| 0.0|2003SDSS1.C...0000:|  34
10373184+4339133|2MASX J10373184+4339133       |10h37m31.8s +43d39m13s|G     |      |    |                   |2MASX J10373184+4339133       |10h37m31.8s +43d39m13s|G     |  7294| 0.0|2005SDSS4.C...0000:|  33
10381760-4442381|2MASX J10381760-4442381       |10h38m17.6s -44d42m38s|G     |      |    |                   |IRAS 10361-4426               |10h38m17.5s -44d42m39s|GPair | 10779| 0.0|1996ApJS..107..521V|  70
10414529+1538354|2MASX J10414529+1538354       |10h41m45.3s +15d38m36s|G     |      |    |                   |IC 0635                       |10h41m45.3s +15d38m36s|G     |  6600| 0.0|1996ApJS..107...97M|  10
10415291+2115092|2MASX J10415291+2115092       |10h41m52.9s +21d15m09s|G     |      |    |                   |UGC 05822                     |10h41m52.9s +21d15m09s|G     |  7447| 0.0|1991RC3.9.C...0000d|   7
10423638+1544570|2MASX J10423638+1544570       |10h42m36.4s +15d44m57s|G     |      |    |                   |UGC 05828 NOTES02             |10h42m36.4s +15d44m57s|G     | 14626| 0.0|2007SDSS6.C...0000:|  48
