X, Y, Z
8.250393, 1.341881, -3.270147
8.371663, 1.706148, -3.211163
8.910830, 1.621764, -3.403309
8.404762, 1.442892, -3.265703
8.013608, 1.316385, -3.606342
8.283053, 1.273668, -2.934762
8.063016, 1.725873, -3.139384
8.615960, 1.450388, -2.925112
8.674100, 1.255178, -2.849197
8.916757, 1.561381, -3.608390
8.341549, 1.341054, -3.143246
8.980147, 1.226775, -3.170653
8.983689, 1.687791, -3.250227
8.581503, 1.670321, -3.195613
8.416407, 1.525711, -3.048518
9.053409, 1.063208, -3.003904
8.310716, 1.592468, -2.962494
8.601620, 1.751438, -3.518734
8.449186, 1.526189, -3.321074
8.095190, 1.327635, -3.569292
9.006402, 1.541882, -3.112079
8.266780, 1.680484, -3.884962
8.348304, 1.131878, -3.072564
8.607330, 1.801263, -3.103271
9.145729, 1.803510, -3.831962
8.539534, 1.883186, -3.207167
8.880441, 1.302122, -3.082109
8.604441, 1.362839, -3.189399
8.383349, 1.419494, -3.544369
8.489302, 1.455824, -3.368972
9.039639, 1.000831, -3.494201
8.509749, 1.678977, -3.589355
8.676831, 1.763601, -3.223447
8.181699, 1.307030, -3.227938
8.400134, 1.860833, -3.245048
8.755455, 1.610831, -2.649908
8.961236, 1.322621, -3.109999
8.912392, 1.735528, -2.844782
8.870116, 1.816763, -3.148870
8.492645, 1.599865, -3.206467
8.634965, 1.921212, -3.419130
8.320436, 1.759269, -2.994351
9.074859, 1.447581, -2.992204
8.738041, 1.330947, -3.520337
8.770853, 0.998797, -2.880613
8.345938, 1.688386, -3.133761
-2.175988, -5.442264, 5.704775
-2.080563, -5.702247, 6.445953
-2.046246, -4.900963, 6.203928
-2.287550, -5.127845, 6.308450
-2.135991, -6.059148, 6.069895
-2.435790, -5.484853, 6.011923
-2.333091, -5.160221, 6.229790
-2.361711, -4.907976, 5.865249
-1.936331, -5.625835, 5.562932
-1.985055, -5.767450, 5.709503
-2.179338, -5.480033, 5.365327
-2.253581, -4.904091, 5.998973
-2.402212, -5.369290, 6.121158
-1.786642, -5.166370, 6.149765
-2.082782, -5.228931, 5.652812
-1.679434, -5.575296, 5.592952
-2.364054, -5.206505, 6.634035
-2.408456, -4.749926, 5.651374
-2.492889, -5.588625, 5.640241
-2.008820, -5.359773, 6.280452
-1.644310, -5.406417, 5.870924
-2.198782, -5.590402, 6.355252
-2.131951, -5.286604, 5.753343
-2.120427, -5.192354, 6.574833
-1.942427, -5.702240, 6.110000
-2.276644, -5.382703, 6.090382
-2.031962, -5.424834, 6.031681
-2.504568, -4.885164, 5.819447
-2.458186, -4.637078, 6.572817
-2.829785, -5.228316, 5.822317
-1.827835, -5.089864, 6.413573
-1.891938, -5.278135, 6.153792
-1.853884, -5.288854, 5.240571
-2.445514, -5.563228, 5.989962
-2.397648, -5.444524, 5.254669
-2.050445, -5.326898, 5.848352
-2.658538, -4.873094, 5.421240
-2.382532, -5.507986, 5.990532
-2.538594, -4.956414, 5.907129
-1.839581, -5.265145, 5.650655
-1.650953, -5.630505, 5.698915
-2.328832, -5.387321, 6.176764
-2.038372, -5.633315, 5.727324
-2.029404, -5.457669, 5.722070
-1.983357, -5.485500, 6.434341
-2.802058, -5.091333, 5.566521
-2.233842, -5.274389, 6.182497
-1.813884, -5.527695, 5.499798
-1.803702, -5.280643, 5.734155
-1.986913, -5.362199, 6.446314
-5.212762, -2.425068, -6.625108
-5.053702, -2.447853, -6.396704
-4.829979, -2.729306, -6.249465
-5.082077, -2.656003, -6.537496
-4.706951, -2.631695, -6.637995
-5.078425, -2.477196, -6.534217
-5.661166, -2.650186, -6.142745
-4.647696, -2.227974, -6.995545
-4.416670, -2.301889, -6.796405
-5.485771, -2.377004, -6.627010
-5.005632, -2.808401, -6.326610
-4.976149, -2.525887, -6.698799
-5.157181, -2.335428, -6.556978
-5.069968, -2.460574, -6.488863
-5.097374, -1.938378, -6.040229
-5.101859, -2.713528, -6.612328
-5.156289, -2.461174, -6.512726
-5.145439, -2.599435, -6.227338
-5.290105, -2.418908, -5.917222
-4.857765, -2.419833, -6.552295
-4.855679, -2.699429, -6.690411
-5.060756, -2.403767, -6.524600
-5.100652, -2.169309, -6.258013
-4.938597, -2.242490, -5.752184
-4.962127, -2.373181, -6.465865
-4.968651, -2.055488, -6.238086
-5.779447, -2.337069, -6.297097
-5.015479, -2.487538, -6.441620
-4.899602, -2.242058, -6.680737
-5.093366, -2.230692, -5.832096
-5.039626, -2.932372, -6.741083
-4.649859, -2.436312, -6.496270
-4.803921, -2.030821, -5.952834
-5.293911, -2.710491, -6.706025
-4.854789, -2.683249, -6.742964
-5.007691, -2.199097, -6.381745
-4.882987, -2.996581, -6.718417
-4.622386, -2.260219, -6.440255
-5.076799, -2.713456, -6.431446
-4.964552, -2.555556, -6.759312
-5.647058, -2.966733, -6.338232
-4.667929, -2.215176, -6.303649
-5.458488, -2.187469, -6.830474
-5.182873, -2.406572, -6.757141
-5.115040, -3.447006, -5.992525
-5.406465, -2.305070, -7.021252
-4.922540, -2.792582, -6.239709
-4.990539, -2.564680, -6.187892
-5.448500, -2.381606, -6.201508
-4.946227, -2.851951, -6.576713
2.981243, 5.881308, -5.094492
3.322751, 5.742761, -4.496163
3.146465, 6.220739, -5.034446
3.837147, 5.545940, -4.266973
3.037228, 5.713328, -4.050988
3.443014, 5.658066, -4.132457
3.275080, 5.457602, -4.841155
3.311150, 5.702726, -3.831891
3.438711, 5.788933, -4.310618
3.703736, 5.641189, -4.308026
3.584164, 5.622139, -4.130958
3.018728, 5.441804, -4.629804
3.367073, 5.773090, -4.361713
2.970279, 5.597010, -4.406238
2.764636, 5.857332, -4.730195
2.988661, 5.508408, -4.444883
2.911902, 5.969298, -4.639521
3.407256, 5.718679, -4.636666
3.213575, 5.975719, -4.302521
3.038949, 5.976650, -4.425632
3.145475, 6.213942, -4.128163
3.321978, 5.994848, -4.199130
3.534201, 5.441166, -4.289986
3.907840, 5.487130, -4.372265
3.029815, 5.732929, -4.425778
3.273772, 5.514712, -4.713314
3.635397, 5.608489, -4.186057
3.481306, 5.751322, -4.032504
3.341864, 5.591183, -4.305993
3.089581, 5.689718, -4.243202
3.082940, 5.506583, -4.212795
2.837611, 5.575512, -4.473523
3.618836, 6.372043, -4.675481
3.159953, 6.324323, -4.880526
3.240303, 5.939953, -3.914677
3.515386, 5.632412, -4.664151
3.563724, 5.933414, -4.412399
3.067430, 5.831941, -4.148295
3.671691, 5.389973, -4.127882
2.862210, 5.348383, -4.919753
3.399555, 5.181684, -4.564166
3.207514, 5.728496, -4.494116
3.841250, 5.962824, -4.310804
2.914683, 5.143048, -4.516717
3.422144, 5.534288, -4.339461
3.561979, 5.967384, -4.482502
3.574675, 5.906817, -4.001509
3.074296, 5.672416, -4.134688
2.725359, 6.109732, -4.089285
2.886723, 5.640239, -4.039769
