X, Y, Z
-1.056043, 0.318837, 6.961867
-4.525479, -7.751460, 9.973849
-2.642737, -8.079863, 8.095693
1.789061, -4.877401, 4.189977
-2.453140, -4.992043, 7.239608
0.227715, -7.361236, 6.315898
-8.069572, -3.820515, 6.528586
-0.718199, -4.003388, 5.898810
-3.105962, -6.944280, 5.658247
-0.910307, -5.576764, 6.330935
-3.925898, -7.749753, 7.628905
-3.468765, -5.108060, 9.235904
-5.050530, -6.157434, 8.277900
1.326096, -5.512980, 5.645532
-3.251044, -4.828226, 4.839824
-4.136777, -5.984474, 7.310225
-2.886569, -4.298873, 9.222735
0.024633, -5.247895, 4.263866
-2.562140, -7.829865, 4.591251
-1.400751, -5.269881, 2.455965
-4.955881, -8.127979, 7.707466
-3.885449, -5.527638, 5.040103
-3.136072, -7.455520, 4.778791
-1.559019, -7.134449, 5.271946
-3.058246, -6.794458, 6.191420
0.997150, -6.827242, 3.888920
-1.259906, -7.601208, 7.954972
-0.071302, -6.777422, 6.598055
-1.597120, -4.908940, 7.559299
-1.298493, -5.383286, 9.072819
-0.582308, -6.032463, 7.672766
-1.339302, -4.487825, 4.366049
-0.634819, -3.904951, 5.001896
-1.913876, -3.701711, 8.427202
0.418455, -5.806196, 6.704101
-0.833297, -6.629887, 4.643846
1.110298, -7.385036, 4.550072
-5.096641, -7.008118, 6.017903
-4.288170, -4.579669, 6.411126
-0.693727, -5.142231, 5.130158
-4.067513, -6.334709, 6.047530
-6.675205, -7.178091, 3.776604
-4.878905, -7.462873, 8.253802
-6.345819, -4.448171, 6.889654
-2.659525, -6.284739, 8.318135
-2.271928, -7.586138, 8.824234
-0.654212, -5.544787, 3.762946
-4.488931, -7.013631, 6.863909
-0.231613, -7.775488, 6.681198
-0.207997, -4.702051, 6.150705
-2.889241, -4.818518, 6.514795
-3.989877, -5.782586, 7.495433
0.256802, -8.865936, 7.792854
-4.694487, -5.337538, 8.068920
-2.755127, -4.277737, 4.360655
-3.771355, -5.779399, 5.678389
-6.131326, -7.103094, 4.023605
-0.056578, -5.674775, 7.071690
-4.987394, -4.750767, 1.919138
-4.443897, -8.408138, 7.335124
-2.717059, -3.945573, 7.130408
0.872267, -3.930590, 2.272471
-3.169033, -3.399416, 6.437768
-0.896321, -7.273175, 7.271491
-2.736321, -6.868399, 6.556224
-4.210269, -6.490699, 4.189754
-3.503912, -6.248495, 5.359072
0.165001, -9.281782, 4.524207
-3.367599, -4.760814, 3.889850
-2.253718, -4.196652, 6.329234
-5.554597, -7.240460, 6.299297
-4.098367, -3.548437, 6.185232
-1.729562, -5.215117, 10.152831
-0.357689, -7.136518, 7.085553
-0.683314, -4.383805, 8.853668
-0.965151, -3.842240, 6.826418
-3.481625, -5.288224, 6.442434
-2.532828, -3.145909, 5.024682
-4.629687, -4.225531, 7.856541
0.399801, -6.303454, 7.870856
-1.845652, -7.081013, 4.349973
-1.626906, -9.295343, 8.614796
-4.459674, -4.698084, 6.927143
-5.698818, -5.854603, 6.938892
-3.647505, -7.883302, 7.575058
-5.380721, -2.942112, 7.803837
-0.038828, -4.555613, 6.195144
-1.551377, -3.858799, 7.205539
-7.760061, -5.449169, 5.206878
-3.931431, -5.835647, 5.891541
-1.767214, -4.383201, 5.700738
-0.085585, -6.813472, 8.536607
-4.871309, -8.828920, 8.211781
-5.815408, -7.851781, 6.916561
-3.899294, -10.146284, 6.421606
-0.059683, -5.921978, 5.430734
-3.161012, -5.107413, 9.534536
-1.808212, -4.916699, 7.560265
-2.225286, -8.229723, 10.249251
-4.534381, -8.628786, 5.685121
-2.075773, -1.688234, 5.389109
0.968085, -8.239305, 4.826218
-4.623241, -8.313526, 8.053349
-3.097563, -4.045455, 10.483416
-3.408524, -6.775640, 6.786933
-4.635088, -3.546788, 7.232471
-2.609772, -7.559515, 7.309302
-1.981438, -2.082916, 8.495967
-5.380674, -5.181799, 6.267854
-3.250429, -5.312585, 7.899069
-3.531304, -5.703925, 4.748361
0.066499, -7.118824, 5.057572
1.720405, -2.096356, 2.580246
-2.221183, -7.099686, 9.259911
-1.298168, -3.157980, 8.832562
-2.553307, -4.889851, 9.086256
-2.624771, -10.977996, 5.142050
-4.453927, -5.982055, 5.461157
-3.662568, -10.884009, 7.775848
-2.878393, -6.926123, 3.721892
0.146966, -9.773535, 5.561934
-4.085648, -5.978253, 4.521517
-0.408500, -6.534276, 9.181607
-2.466711, -8.244100, 10.439125
-4.902440, -7.922366, 5.919932
-3.281214, -4.736705, 7.856331
-4.921175, -7.732977, 7.916123
-3.750202, -7.768000, 8.223099
-3.935745, -3.019529, 2.765092
-1.307965, -8.804993, 6.553197
-2.528339, -4.698489, 9.352921
-4.217043, -9.249814, 9.420800
-2.570029, -7.687437, 8.199396
-3.113735, -2.939708, 7.127066
-4.551464, -9.033182, 5.124150
-5.760149, -8.899508, 5.127828
-2.239400, -7.509324, 6.188226
-2.391302, -5.986630, 7.679711
-4.267653, -5.005040, 5.999061
-3.778969, -6.925248, 8.499897
-3.616915, -7.595241, 6.023409
-2.586923, -6.903388, 2.138464
-3.740191, -4.293574, 8.894933
-0.925439, -9.978903, 10.435108
-1.418207, -8.651307, 3.307764
-1.918975, -7.522002, 6.508695
-4.794955, -5.519341, 6.705245
-2.911528, -8.000597, 5.498364
-1.641805, -7.055123, 6.079789
-2.476109, -6.601024, 5.897082
1.005195, -3.610131, 5.867181
-4.162471, -7.424128, 5.504316
-2.480107, -6.760113, 5.576649
-3.401851, -4.857523, 4.612203
-2.198334, -2.790083, 7.494476
-2.204505, -7.023902, 7.508379
-4.068475, -7.944681, 6.141198
-2.097393, -6.839274, 5.875227
-0.534345, -5.062026, 6.955592
-1.022215, -1.689832, 6.798730
-1.893491, -6.447703, 6.755232
0.224464, -4.929178, 1.349924
-1.652742, -5.322588, 6.443045
-2.655866, -6.286075, 7.215557
-1.019333, -7.880184, 5.923798
-0.943563, -2.222579, 6.282065
-5.621431, -8.282489, 8.880511
-2.314359, -6.650407, 7.853435
0.388909, -3.027497, 4.586836
-4.142225, -8.048769, 7.514313
-3.960611, -8.295034, 6.494967
-0.732931, -5.886909, 7.326326
-6.049486, -8.131383, 9.063670
-1.140406, -6.276975, 6.034248
-4.161986, -6.218246, 6.782558
-3.109321, -8.404015, 2.232521
-5.850501, -5.596819, 8.760047
-0.840125, -5.366267, 3.489651
-0.655409, -8.878429, 5.327084
-2.116096, -8.389544, 5.779309
-9.052322, -3.292109, 3.836474
-1.439416, -10.150284, 7.062638
-4.689495, -4.939999, 6.609314
-3.170148, -4.594554, 3.556237
-1.949656, -4.685328, 6.904726
-5.085289, -7.186692, 8.047335
0.032588, -6.310541, 8.450491
-1.769187, -6.950484, 6.741863
-3.332060, -8.542782, 7.900478
-7.174830, -6.085381, 6.976829
-3.185973, -7.260617, 10.163349
-6.774523, -2.656074, 5.664689
-1.658040, -7.988867, 6.780611
-0.218140, -5.283623, 6.412193
-0.761267, -6.403184, 5.075768
-5.485917, -6.162716, 6.709926
1.242512, -5.312314, 7.284642
-1.949004, -3.545476, 6.299681
-1.931726, -4.342623, 6.172679
-0.751272, -8.112201, 4.970446
-4.076908, -5.789897, 7.179020
-2.289638, -8.435193, 6.005154
-2.586469, -9.806143, 7.740636
-4.746188, -8.312647, 5.414477
-2.844105, -8.824373, 8.487075
-4.141693, -5.522009, 6.816280
-4.122658, -6.813217, 8.529885
-1.895022, -7.977389, 8.536086
-2.715764, -7.267215, 10.118035
