# The 2MASS Redshift Survey
# Huchra et al., to be submitted to ApJS
#
# http://tdc-www.harvard.edu/2mrs/
# catalog version 2.1, 2011 June 22
# maintained by Lucas Macri, lmacri@tamu.edu
#
# Code "C/F/D": NED entries superceded by new measurements from 2MRS ([C]TIO, [F]LWO, Mc[D]onald).
#
#2MASS_ID        NED_ID                         RA          DEC        TYPE   NED_CZ QUAL NED_BIBCODE         2MRS_CZ  ERR CD 2MRS_BIBCODE
00010597-5359303|ESO 149- GA011                |00h01m06.0s -53d59m31s|G     |  9415|    |20096dF...C...0000J|   9423|  28|C |20112MRS.CTIO.0000H
04593352-1727272|ESO 552- G 042                |04h59m33.5s -17d27m28s|G     |  6470|    |20096dF...C...0000J|   6521|  40|C |20112MRS.CTIO.0000H
04593559-2409076|2MASX J04593559-2409076       |04h59m35.6s -24d09m08s|G     | 14184|    |20096dF...C...0000J|  14168|  31|F |20112MRS.FLWO.0000H
05010242-1817152|ESO 552- G 048                |05h01m02.4s -18d17m16s|G     | 12791|    |20096dF...C...0000J|  12798|  61|C |20112MRS.CTIO.0000H
05010972-2248574|2MASX J05010972-2248574       |05h01m09.7s -22d48m58s|G     | 11558|    |20096dF...C...0000J|  11670|  26|C |20112MRS.CTIO.0000H
05011995-1639040|2MASX J05011995-1639040       |05h01m19.9s -16d39m04s|G     |  6614|    |20096dF...C...0000J|   6585|  18|C |20112MRS.CTIO.0000H
05013020-2306505|2MASX J05013020-2306505       |05h01m30.2s -23d06m51s|G     | 12475|    |20096dF...C...0000J|  12436|  40|C |20112MRS.CTIO.0000H
05013981-0915530|2MASX J05013981-0915530       |05h01m39.8s -09d15m53s|G     |  3800|    |20096dF...C...0000J|   3905|  31|F |20112MRS.FLWO.0000H
05014991-2504100|2MASX J05014991-2504100       |05h01m49.9s -25d04m10s|G     | 11446|    |20096dF...C...0000J|  11441|  32|C |20112MRS.CTIO.0000H
05015482-0317464|NGC 1740                      |05h01m54.8s -03d17m47s|G     |  4086|    |20096dF...C...0000J|   4131|  28|C |20112MRS.CTIO.0000H
05015685-2612571|ESO 486- G 012                |05h01m56.9s -26d12m57s|G     | 11686|    |20096dF...C...0000J|  11610|  33|C |20112MRS.CTIO.0000H
05022725-0928184|2MASX J05022725-0928184       |05h02m27.2s -09d28m18s|G     |  3928|    |20096dF...C...0000J|   3905|  28|F |20112MRS.FLWO.0000H
05030126+0821184|2MASX J05030126+0821184       |05h03m01.3s +08d21m19s|G     | 15279|    |2003AJ....126.2152R|  15257|  32|F |20112MRS.FLWO.0000H
05031016-2016203|ESO 552- G 058                |05h03m10.2s -20d16m21s|G     |  9494|    |20096dF...C...0000J|   9494|  29|C |20112MRS.CTIO.0000H
05032630-2002354|ESO 552- G 059                |05h03m26.3s -20d02m36s|G     |  7460|    |20096dF...C...0000J|   7505|  25|C |20112MRS.CTIO.0000H
05042219+0620066|2MASX J05042219+0620066       |05h04m22.2s +06d20m07s|G     | 11013|    |2004AJ....128.1078R|  10964|  25|F |20112MRS.FLWO.0000H
05042577-0822589|MCG -01-13-051                |05h04m25.8s -08d22m59s|G     | 10434|    |2007A&A...465...71T|  10436|  20|F |20112MRS.FLWO.0000H
05043117-1219314|2MASX J05043117-1219314       |05h04m31.1s -12d19m31s|G     |  7964|    |20096dF...C...0000J|   7950|  30|C |20112MRS.CTIO.0000H
05043291-2904119|MCG -05-13-001                |05h04m32.9s -29d04m12s|G     |  3843|    |20096dF...C...0000J|   3810|  23|C |20112MRS.CTIO.0000H
05043802-0125291|2MASX J05043802-0125291       |05h04m38.0s -01d25m29s|G     | 15400|    |20096dF...C...0000J|  15518|  29|F |20112MRS.FLWO.0000H
05045631-1217022|2MASX J05045631-1217022       |05h04m56.3s -12d17m03s|G     |  3781|    |20096dF...C...0000J|   3763|  25|C |20112MRS.CTIO.0000H
05050516+0801199|2MASX J05050516+0801199       |05h05m05.2s +08d01m20s|G     | 13800|    |2003AJ....126.2152R|  13848|  58|D |20112MRS.McDo.0000H
05050628-7339041|ESO 033- G 011                |05h05m06.3s -73d39m04s|G     |  4442|    |2006MNRAS.366..267F|   4507|  33|C |20112MRS.CTIO.0000H
05061300-0024352|2MASX J05061300-0024352       |05h06m13.0s -00d24m35s|G     | 15515|    |20096dF...C...0000J|  15431|  17|F |20112MRS.FLWO.0000H
05063500+0735385|2MASX J05063500+0735385       |05h06m35.0s +07d35m39s|G     | 13381|    |2003AJ....126.2152R|  13249|  43|D |20112MRS.McDo.0000H
05063732+0434314|2MFGC 04175                   |05h06m37.3s +04d34m31s|G     | 10530|    |2003AJ....126.2152R|  10704|  34|F |20112MRS.FLWO.0000H
05063849-7226570|FAIRALL 1289                  |05h06m38.5s -72d26m57s|G     | 13488|    |2006MNRAS.366..267F|  13520|  35|C |20112MRS.CTIO.0000H
05065095-2020428|IC 2119                       |05h06m51.0s -20d20m43s|G     |  9479|    |20096dF...C...0000J|   9466|  27|C |20112MRS.CTIO.0000H
05070367-0839338|2MASX J05070367-0839338       |05h07m03.7s -08d39m34s|G     | 10478|    |20096dF...C...0000J|  10367|  32|C |20112MRS.CTIO.0000H
05070875-1640539|2MASX J05070875-1640539       |05h07m08.8s -16d40m54s|G     | 12787|    |20096dF...C...0000J|  12687|  39|C |20112MRS.CTIO.0000H
05072402-4618193|2MASX J05072402-4618193       |05h07m24.0s -46d18m20s|G     | 12809|    |20096dF...C...0000J|  12788|  24|C |20112MRS.CTIO.0000H
05073539+0521300|2MASX J05073539+0521300       |05h07m35.4s +05d21m30s|G     | 10526|    |2004AJ....128.1078R|  10519|  24|F |20112MRS.FLWO.0000H
05073710-6822590|2MASX J05073710-6822590       |05h07m37.1s -68d22m59s|G     |  5782|    |2001A&A...371..895D|   5633|  18|C |20112MRS.CTIO.0000H
05080689+0510243|2MASX J05080689+0510243       |05h08m06.9s +05d10m24s|G     | 11024|    |2003AJ....126.2152R|  10977|  48|F |20112MRS.FLWO.0000H
05080879-2207318|ESO 553- G 009                |05h08m08.8s -22d07m32s|G     |  9910|    |20096dF...C...0000J|   9933|  23|C |20112MRS.CTIO.0000H
05081184+0509303|2MASX J05081184+0509303       |05h08m11.9s +05d09m30s|G     | 10880|    |2003AJ....126.2152R|  10915|  31|F |20112MRS.FLWO.0000H
05083542-1710509|MCG -03-14-003                |05h08m35.4s -17d10m52s|G     |  3456|    |20096dF...C...0000J|   3585|  19|C |20112MRS.CTIO.0000H
05091697-1842555|ESO 553- G 014                |05h09m17.0s -18d42m55s|G     |  7428|    |2003AJ....126.2268W|   7430|  16|C |20112MRS.CTIO.0000H
05095603-0028470|2MASX J05095603-0028470       |05h09m56.1s -00d28m48s|G     |  8541|    |20096dF...C...0000J|   8537|  26|F |20112MRS.FLWO.0000H
05101606-1819059|2MASX J05101606-1819059       |05h10m16.1s -18d19m06s|G     | 15409|    |20096dF...C...0000J|  15444|  29|C |20112MRS.CTIO.0000H
05102256-0043513|CGCG 395-010                  |05h10m22.6s -00d43m51s|G     |  8656|    |20096dF...C...0000J|   8601|  17|F |20112MRS.FLWO.0000H
05103081-2542331|ESO 486- G 033                |05h10m30.8s -25d42m33s|G     | 10751|    |20096dF...C...0000J|  10758|  52|C |20112MRS.CTIO.0000H
05110109-1620408|2MASX J05110109-1620408       |05h11m01.1s -16d20m41s|G     | 12907|    |20096dF...C...0000J|  12863|  28|C |20112MRS.CTIO.0000H
05110479-1317309|PKS 0508-133                  |05h11m04.8s -13d17m31s|G     | 12927|    |20096dF...C...0000J|  12907|  31|F |20112MRS.FLWO.0000H
05110891+0735236|2MASX J05110891+0735236       |05h11m08.9s +07d35m24s|G     |  8465|    |2004AJ....128.1078R|   8481|  21|F |20112MRS.FLWO.0000H
05114401-0301073|MCG -01-14-004                |05h11m44.0s -03d01m07s|G     |  7358|    |2005A&A...430..373T|   7396|  19|F |20112MRS.FLWO.0000H
05114647-1705419|2MASX J05114647-1705419       |05h11m46.5s -17d05m42s|G     | 12657|    |20096dF...C...0000J|  12659|  34|F |20112MRS.FLWO.0000H
05115286-1303259|2MASX J05115286-1303259       |05h11m52.9s -13d03m26s|G     |  3562|    |20096dF...C...0000J|   3626|  29|F |20112MRS.FLWO.0000H
05120736+0600482|2MASX J05120736+0600482       |05h12m07.4s +06d00m48s|G     | 10862|    |2003AJ....126.2152R|  10843|  39|F |20112MRS.FLWO.0000H
05122061-2603284|ESO 486- G 034                |05h12m20.6s -26d03m29s|G     | 10819|    |2007A&A...465...71T|  10864|  26|C |20112MRS.CTIO.0000H
05123427-1817417|ESO 553- G 025                |05h12m34.3s -18d17m42s|G     | 16149|    |20096dF...C...0000J|  16189|  32|F |20112MRS.FLWO.0000H
05123451+0704231|2MASX J05123451+0704231       |05h12m34.5s +07d04m23s|G     |  8646|    |2004AJ....128.1078R|   8580|  25|F |20112MRS.FLWO.0000H
05124440-2327127|2MASX J05124440-2327127       |05h12m44.4s -23d27m13s|G     |  9949|    |20096dF...C...0000J|  10018|  25|C |20112MRS.CTIO.0000H
05132277-4119135|2MASX J05132277-4119135       |05h13m22.8s -41d19m14s|G     | 14549|    |20096dF...C...0000J|  14482|  58|C |20112MRS.CTIO.0000H
05132318+0936414|2MASX J05132318+0936414       |05h13m23.2s +09d36m41s|G     |  9022|    |2003AJ....126.2152R|   9001|  23|F |20112MRS.FLWO.0000H
05133490+0725510|2MASX J05133490+0725510       |05h13m34.9s +07d25m51s|G     |  8671|    |2003AJ....126.2152R|   8652|  23|F |20112MRS.FLWO.0000H
05133533-1738551|ESO 553- G 027                |05h13m35.3s -17d38m55s|G     |  8052|    |20096dF...C...0000J|   8122|  28|F |20112MRS.FLWO.0000H
05133987-0738276|2MASX J05133987-0738276       |05h13m39.9s -07d38m28s|G     | 10375|    |20096dF...C...0000J|  10392|  39|F |20112MRS.FLWO.0000H
05141021-0608526|FGC 0526                      |05h14m10.2s -06d08m53s|G     |  7361|    |20096dF...C...0000J|   7450|  31|F |20112MRS.FLWO.0000H
05142971-2353564|ESO 486- G 037                |05h14m29.7s -23d53m56s|G     | 10266|    |20096dF...C...0000J|  10263|  22|C |20112MRS.CTIO.0000H
05144274-1046344|2MASX J05144274-1046344       |05h14m42.7s -10d46m35s|G     |  7467|    |20096dF...C...0000J|   7574|  23|F |20112MRS.FLWO.0000H
05144311-6111252|ESO 119- G 049                |05h14m43.2s -61d11m25s|G     |  9142|    |20096dF...C...0000J|   9209|  28|C |20112MRS.CTIO.0000H
05145348-0330076|2MASX J05145348-0330076       |05h14m53.5s -03d30m08s|G     |  8557|    |20096dF...C...0000J|   8584|  28|F |20112MRS.FLWO.0000H
05151464-0424073|MCG -01-14-006                |05h15m14.6s -04d24m07s|G     |  7239|    |20096dF...C...0000J|   7370|  29|D |20112MRS.McDo.0000H
05153162+0601501|2MFGC 04289                   |05h15m31.6s +06d01m50s|G     |  8727|    |2004AJ....128.1078R|   8710|  22|F |20112MRS.FLWO.0000H
05153235-6200023|2MASX J05153235-6200023       |05h15m32.4s -62d00m03s|G     |  4415|    |20096dF...C...0000J|   4476|  18|C |20112MRS.CTIO.0000H
05153414-0322071|2MASX J05153414-0322071       |05h15m34.2s -03d22m07s|G     |  7710|    |20096dF...C...0000J|   7777|  27|F |20112MRS.FLWO.0000H
05154162-0326392|MCG -01-14-007                |05h15m41.6s -03d26m39s|G     |  7293|    |20096dF...C...0000J|   7321|  27|F |20112MRS.FLWO.0000H
05155312-2244229|AM 0513-224 NED02             |05h15m53.1s -22d44m23s|G     |  9319|    |20096dF...C...0000J|   9366|  25|C |20112MRS.CTIO.0000H
05162400-0344166|2MFGC 04299                   |05h16m24.0s -03d44m17s|G     |  7266|    |20096dF...C...0000J|   7198|  29|F |20112MRS.FLWO.0000H
05182098-1533274|2MASX J05182098-1533274       |05h18m21.0s -15d33m28s|G     | 13221|    |20096dF...C...0000J|  13178|  35|F |20112MRS.FLWO.0000H
05184503-3638037|AM 0516-364 NED02             |05h18m45.0s -36d38m04s|G     | 12552|    |20096dF...C...0000J|  12584|  29|C |20112MRS.CTIO.0000H
05190098-1629292|2MASX J05190098-1629292       |05h19m01.0s -16d29m30s|G     | 16436|    |20096dF...C...0000J|  16512|  33|F |20112MRS.FLWO.0000H
05190867-4309305|ESO 252- G 018                |05h19m08.7s -43d09m30s|G     | 10088|    |20096dF...C...0000J|  10114|  24|C |20112MRS.CTIO.0000H
05191497-7911204|ESO 016- G 003                |05h19m15.0s -79d11m20s|G     | 12549|    |2006MNRAS.366..267F|  12541|  37|C |20112MRS.CTIO.0000H
05193838-2453345|ESO 486- G 052                |05h19m38.4s -24d53m35s|G     | 10746|    |20096dF...C...0000J|  10726|  32|C |20112MRS.CTIO.0000H
05202284+0850133|2MASX J05202284+0850133       |05h20m22.8s +08d50m14s|G     |  4606|    |2003AJ....126.2152R|   4422|  97|D |20112MRS.McDo.0000H
05205385-6124043|ESO 119-IG 057 NED01          |05h20m53.9s -61d24m04s|G     |  4707|    |20096dF...C...0000J|   4790|  37|C |20112MRS.CTIO.0000H
05212161-1532332|IC 0415                       |05h21m21.6s -15d32m33s|G     |  3408|    |20096dF...C...0000J|   3378|  15|F |20112MRS.FLWO.0000H
05212171-7356214|FAIRALL 1293                  |05h21m21.7s -73d56m22s|G     | 13638|    |2006MNRAS.366..267F|  13774|  38|C |20112MRS.CTIO.0000H
05220805-0257320|2MASX J05220805-0257320       |05h22m08.1s -02d57m32s|G     | 15484|    |20096dF...C...0000J|  15610|  53|F |20112MRS.FLWO.0000H
05222984-3629272|AM 0520-363 NED02             |05h22m29.9s -36d29m27s|G     | 17281|    |20096dF...C...0000J|  17236|  38|C |20112MRS.CTIO.0000H
05222996+0534162|2MASX J05222996+0534162       |05h22m29.9s +05d34m16s|G     | 10951|    |2003AJ....126.2152R|  10798|  72|D |20112MRS.McDo.0000H
05230545-2649259|AM 0521-265                   |05h23m05.5s -26d49m26s|G     | 10597|    |20096dF...C...0000J|  10626|  24|C |20112MRS.CTIO.0000H
05231161-4534033|2MASX J05231161-4534033       |05h23m11.6s -45d34m03s|G     | 10373|    |20096dF...C...0000J|  10533|  25|C |20112MRS.CTIO.0000H
05233797-1259232|2MASX J05233797-1259232       |05h23m37.9s -12d59m23s|G     | 13107|    |20096dF...C...0000J|  13178|  38|F |20112MRS.FLWO.0000H
05233817+0534105|MCG +01-14-036                |05h23m38.2s +05d34m11s|G     | 10960|    |2003AJ....126.2152R|  10896|  24|F |20112MRS.FLWO.0000H
05234465-0941050|2MASX J05234465-0941050       |05h23m44.7s -09d41m05s|G     | 13022|    |20096dF...C...0000J|  13052|  31|F |20112MRS.FLWO.0000H
05241341+0455374|2MASX J05241341+0455374       |05h24m13.4s +04d55m38s|G     |  5817|    |2004AJ....128.1078R|   5810|  19|F |20112MRS.FLWO.0000H
05243137+0820050|2MASX J05243137+0820050       |05h24m31.4s +08d20m05s|G     | 20621|    |2003AJ....126.2152R|  20551|  27|F |20112MRS.FLWO.0000H
05250238-2027015|ESO 553- G 042                |05h25m02.4s -20d27m01s|G     | 13349|    |20096dF...C...0000J|  13206|  34|C |20112MRS.CTIO.0000H
05250422-7820302|FAIRALL 1297                  |05h25m04.2s -78d20m30s|G     |  4972|    |20096dF...C...0000J|   5077|  30|C |20112MRS.CTIO.0000H
05251317-0617052|2MASX J05251317-0617052       |05h25m13.1s -06d17m06s|G     | 11761|    |20096dF...C...0000J|  11780|  27|F |20112MRS.FLWO.0000H
05252779-5922522|2MASX J05252779-5922522       |05h25m27.8s -59d22m53s|G     | 12614|    |20096dF...C...0000J|  12596|  39|C |20112MRS.CTIO.0000H
05254719-0334566|2MASX J05254719-0334566       |05h25m47.2s -03d34m57s|G     |  9168|    |20096dF...C...0000J|   9082|  30|F |20112MRS.FLWO.0000H
05260836-0256245|2MFGC 04441                   |05h26m08.4s -02d56m25s|G     | 15716|    |20096dF...C...0000J|  15599|  42|F |20112MRS.FLWO.0000H
05261027-1206236|2MASX J05261027-1206236       |05h26m10.3s -12d06m25s|G     | 14480|    |2007MNRAS.375..931M|  14446|  15|F |20112MRS.FLWO.0000H
05270309+0801489|2MASX J05270309+0801489       |05h27m03.1s +08d01m49s|G     |  5529|    |2003AJ....126.2152R|   5498|  17|F |20112MRS.FLWO.0000H
05270646+0643439|2MASX J05270646+0643439       |05h27m06.5s +06d43m44s|G     | 10835|    |2003AJ....126.2152R|  10816|  47|F |20112MRS.FLWO.0000H
05273565+0655526|2MASX J05273565+0655526       |05h27m35.7s +06d55m53s|G     |  9819|    |2003AJ....126.2152R|   9778|  31|F |20112MRS.FLWO.0000H
05280039-2059414|2MASX J05280039-2059414       |05h28m00.4s -20d59m42s|G     |  8366|    |20096dF...C...0000J|   8400|  28|C |20112MRS.CTIO.0000H
05284164-5656081|ESO 159- G 012                |05h28m41.7s -56d56m08s|G     |  4495|    |20096dF...C...0000J|   4490|  16|C |20112MRS.CTIO.0000H
05290328-0318559|2MASX J05290328-0318559       |05h29m03.3s -03d18m56s|G     | 10378|    |20096dF...C...0000J|  10359|  36|D |20112MRS.McDo.0000H
05291343-1927578|2MASX J05291343-1927578       |05h29m13.5s -19d27m58s|G     |  8171|    |20096dF...C...0000J|   8160|  27|C |20112MRS.CTIO.0000H
05293890-1933428|ESO 554- G 004                |05h29m38.9s -19d33m43s|G     |  8042|    |20096dF...C...0000J|   8046|  37|C |20112MRS.CTIO.0000H
05294756-2102461|2MASX J05294756-2102461       |05h29m47.5s -21d02m46s|G     |  8327|    |20096dF...C...0000J|   8328|  35|C |20112MRS.CTIO.0000H
05295392-1842521|MCG -03-14-019                |05h29m53.9s -18d42m52s|G     |  7929|    |20096dF...C...0000J|   7965|  32|C |20112MRS.CTIO.0000H
05301654-1800445|2MASX J05301654-1800445       |05h30m16.6s -18d00m44s|G     |  3267|    |20096dF...C...0000J|   3234|  28|C |20112MRS.CTIO.0000H
05302776-2851407|2MASX J05302776-2851407       |05h30m27.7s -28d51m41s|G     | 11174|    |20096dF...C...0000J|  11081|  35|C |20112MRS.CTIO.0000H
05303191-1646311|2MASX J05303191-1646311       |05h30m31.9s -16d46m31s|G     |  7788|    |20096dF...C...0000J|   7703|  30|C |20112MRS.CTIO.0000H
05305267-8043004|AM 0535-804 NED02             |05h30m52.6s -80d43m01s|G     | 12814|    |2006MNRAS.366..267F|  12673|  43|C |20112MRS.CTIO.0000H
05310790-4425206|AM 0529-442                   |05h31m07.9s -44d25m21s|G     | 10606|    |20096dF...C...0000J|  10640|  31|C |20112MRS.CTIO.0000H
05312770-4924029|ESO 204- G 011                |05h31m27.7s -49d24m03s|G     |  4366|    |20096dF...C...0000J|   4373|  19|C |20112MRS.CTIO.0000H
05321650-5034209|ESO 204- G 013                |05h32m16.5s -50d34m21s|G     | 10472|    |20096dF...C...0000J|  10515|  40|C |20112MRS.CTIO.0000H
05325317-0746324|VV 848                        |05h32m53.2s -07d46m33s|G     |  8464|    |2005A&A...430..373T|   8371|  28|F |20112MRS.FLWO.0000H
05331577-4841442|NGC 1998                      |05h33m15.8s -48d41m44s|G     |  4531|    |20096dF...C...0000J|   4538|  32|C |20112MRS.CTIO.0000H
05333581-3020548|2MASX J05333581-3020548       |05h33m35.8s -30d20m55s|G     | 10465|    |20096dF...C...0000J|  10469|  25|C |20112MRS.CTIO.0000H
05342915-3041065|ESO 423- G 022                |05h34m29.2s -30d41m06s|G     | 10855|    |20096dF...C...0000J|  10807|  37|C |20112MRS.CTIO.0000H
05355801-5137305|2MASX J05355801-5137305       |05h35m58.0s -51d37m31s|G     | 16229|    |20096dF...C...0000J|  16211|  25|C |20112MRS.CTIO.0000H
05364828-3822499|AM 0535-382 NED01             |05h36m48.3s -38d22m50s|G     | 10803|    |20096dF...C...0000J|  10857|  25|C |20112MRS.CTIO.0000H
05370042-0338403|2MASX J05370042-0338403       |05h37m00.4s -03d38m40s|G     |  6354|    |20096dF...C...0000J|   6363|  43|F |20112MRS.FLWO.0000H
05370639-4637470|ESO 253- G 015                |05h37m06.4s -46d37m47s|G     | 10775|    |20096dF...C...0000J|  10818|  51|C |20112MRS.CTIO.0000H
05371542-4915276|2MASX J05371542-4915276       |05h37m15.4s -49d15m28s|G     | 14562|    |20096dF...C...0000J|  14560|  29|C |20112MRS.CTIO.0000H
05380008-0223516|2MASX J05380008-0223516       |05h38m00.1s -02d23m52s|G     |  6220|    |20096dF...C...0000J|   6225|  35|C |20112MRS.CTIO.0000H
05382503-3444237|2MASX J05382503-3444237       |05h38m25.1s -34d44m24s|G     |  4702|    |20096dF...C...0000J|   4670|  14|C |20112MRS.CTIO.0000H
05383107-6429276|ESO 086- G 018                |05h38m31.1s -64d29m28s|G     |  7874|    |20096dF...C...0000J|   7971|  16|C |20112MRS.CTIO.0000H
05384177-4122401|2MASX J05384177-4122401       |05h38m41.8s -41d22m40s|G     | 10787|    |20096dF...C...0000J|  10860|  43|C |20112MRS.CTIO.0000H
05394079-1153363|2MASX J05394079-1153363       |05h39m40.8s -11d53m36s|G     | 13462|    |20096dF...C...0000J|  13508|  32|F |20112MRS.FLWO.0000H
05401515-1206589|2MASX J05401515-1206589       |05h40m15.1s -12d06m59s|G     |  6846|    |20096dF...C...0000J|   6939|  29|F |20112MRS.FLWO.0000H
05403895-7045118|2MASX J05403895-7045118       |05h40m39.0s -70d45m12s|G     |  4451|    |20096dF...C...0000J|   4497|  31|C |20112MRS.CTIO.0000H
05405680-3933450|2MASX J05405680-3933450       |05h40m56.8s -39d33m45s|G     | 10888|    |20096dF...C...0000J|  10836|  24|C |20112MRS.CTIO.0000H
05412746-2712312|AM 0539-271 NED01             |05h41m27.5s -27d12m31s|G     | 13044|    |20096dF...C...0000J|  12895|  46|C |20112MRS.CTIO.0000H
05421999-5505521|2MASX J05421999-5505521       |05h42m20.0s -55d05m53s|G     |  7390|    |20096dF...C...0000J|   7358|  20|C |20112MRS.CTIO.0000H
05431127-3436510|ESO 363- G 017                |05h43m11.3s -34d36m51s|G     |  7557|    |20096dF...C...0000J|   7675|  72|C |20112MRS.CTIO.0000H
05431529-5506507|2MASX J05431529-5506507       |05h43m15.3s -55d06m51s|G     |  6896|    |20096dF...C...0000J|   6916|  26|C |20112MRS.CTIO.0000H
05433340-3928170|2MASX J05433340-3928170       |05h43m33.4s -39d28m17s|G     |  4662|    |20096dF...C...0000J|   4639|  25|C |20112MRS.CTIO.0000H
05433750-1907011|2MASX J05433750-1907011       |05h43m37.5s -19d07m01s|G     |  2726|    |20096dF...C...0000J|   2652|  16|C |20112MRS.CTIO.0000H
05442999-5539436|ESO 159- G 027                |05h44m30.0s -55d39m44s|G     |  4398|    |20096dF...C...0000J|   4456|  40|C |20112MRS.CTIO.0000H
05452867-3903091|2MASX J05452867-3903091       |05h45m28.7s -39d03m09s|G     | 13410|    |20096dF...C...0000J|  13322|  40|C |20112MRS.CTIO.0000H
05453243-2155237|2MASX J05453243-2155237       |05h45m32.4s -21d55m24s|G     |  8811|    |20096dF...C...0000J|   8902|  32|C |20112MRS.CTIO.0000H
05455017-0737539|2MFGC 04676                   |05h45m50.2s -07d37m54s|G     |  6409|    |20096dF...C...0000J|   6591|  35|C |20112MRS.CTIO.0000H
05470956-0337350|2MASX J05470956-0337350       |05h47m09.6s -03d37m35s|G     |  6346|    |2005A&A...430..373T|   6325|  24|F |20112MRS.FLWO.0000H
05473192-1034115|2MASX J05473192-1034115       |05h47m31.9s -10d34m11s|G     |  3276|    |2005A&A...430..373T|   3112|  62|C |20112MRS.CTIO.0000H
05474709-3518537|MCG -06-13-010                |05h47m47.1s -35d18m54s|G     | 10203|    |20096dF...C...0000J|  10292|  27|C |20112MRS.CTIO.0000H
05480074-1309034|2MASX J05480074-1309034       |05h48m00.7s -13d09m03s|G     | 12860|    |20096dF...C...0000J|  12862|  53|C |20112MRS.CTIO.0000H
05480837-4724177|ESO 253- G 027                |05h48m08.4s -47d24m17s|G     | 15525|    |20096dF...C...0000J|  15486|  42|C |20112MRS.CTIO.0000H
05485618-6912406|2MASX J05485618-6912406       |05h48m56.2s -69d12m41s|G     |  7608|    |20096dF...C...0000J|   7670|  40|C |20112MRS.CTIO.0000H
05494763-5049455|2MASX J05494763-5049455       |05h49m47.7s -50d49m46s|G     |  9921|    |20096dF...C...0000J|  10045|  62|C |20112MRS.CTIO.0000H
05500721-1010395|2MASX J05500721-1010395       |05h50m07.2s -10d10m40s|G     |  6490|    |20096dF...C...0000J|   6538|  46|C |20112MRS.CTIO.0000H
05501157-0345124|2MASX J05501157-0345124       |05h50m11.6s -03d45m12s|G     |  6001|    |20096dF...C...0000J|   6038|  42|F |20112MRS.FLWO.0000H
05502438-0636586|2MASX J05502438-0636586       |05h50m24.4s -06d36m59s|G     |  6241|    |20096dF...C...0000J|   6362|  55|C |20112MRS.CTIO.0000H
05504249-3453433|ESO 364- G 003                |05h50m42.5s -34d53m43s|G     |  9644|    |20096dF...C...0000J|   9700|  37|C |20112MRS.CTIO.0000H
05505599-3447027|MCG -06-13-011                |05h50m56.0s -34d47m03s|G     |  9824|    |20096dF...C...0000J|   9811|  37|C |20112MRS.CTIO.0000H
05510553-3601006|2MASX J05510553-3601006       |05h51m05.5s -36d01m00s|G     | 12882|    |20096dF...C...0000J|   7654|  17|C |20112MRS.CTIO.0000H
05510793-6309516|2MASX J05510793-6309516       |05h51m07.9s -63d09m52s|G     |  7889|    |20096dF...C...0000J|   7965|  29|C |20112MRS.CTIO.0000H
05511613-3454047|AM 0549-345 NED02             |05h51m16.2s -34d54m04s|G     |  9743|    |20096dF...C...0000J|   9732|  26|C |20112MRS.CTIO.0000H
05511983-5034582|NGC 2115A                     |05h51m19.8s -50d34m58s|G     |  6961|    |20096dF...C...0000J|   7012|  22|C |20112MRS.CTIO.0000H
05512589-1014438|2MASX J05512589-1014438       |05h51m25.9s -10d14m44s|G     |   920|    |20096dF...C...0000J|    767|  48|C |20112MRS.CTIO.0000H
05514004-3131230|MCG -05-14-022                |05h51m40.0s -31d31m23s|G     |  9754|    |20096dF...C...0000J|   9726|  27|C |20112MRS.CTIO.0000H
05514992-3144460|ESO 424- G 032                |05h51m49.9s -31d44m46s|G     | 14596|    |20096dF...C...0000J|  14523|  34|C |20112MRS.CTIO.0000H
05515608-3112323|ESO 424- G 033                |05h51m56.1s -31d12m33s|G     |  9643|    |20096dF...C...0000J|   9568|  38|C |20112MRS.CTIO.0000H
05521332-1011302|2MASX J05521332-1011302       |05h52m13.3s -10d11m30s|G     |  6540|    |20096dF...C...0000J|   6813|  38|C |20112MRS.CTIO.0000H
05522210-3915269|2MASX J05522210-3915269       |05h52m22.1s -39d15m27s|G     | 13250|    |20096dF...C...0000J|  13329|  39|C |20112MRS.CTIO.0000H
05523323-1122290|2MASX J05523323-1122290       |05h52m33.2s -11d22m29s|G     |  6574|    |20096dF...C...0000J|   6553|  24|C |20112MRS.CTIO.0000H
05530538-3423379|2MASX J05530538-3423379       |05h53m05.4s -34d23m38s|G     | 10560|    |20096dF...C...0000J|  10508|  51|C |20112MRS.CTIO.0000H
05530667-3425469|2MASX J05530667-3425469       |05h53m06.7s -34d25m47s|G     | 10173|    |20096dF...C...0000J|  10151|  27|C |20112MRS.CTIO.0000H
05534921-3246250|ESO 364- G 011                |05h53m49.2s -32d46m25s|G     |  7540|    |20096dF...C...0000J|   7577|  43|C |20112MRS.CTIO.0000H
05535180-3320460|2MASX J05535180-3320460       |05h53m51.8s -33d20m46s|G     | 11247|    |20096dF...C...0000J|  11183|  32|C |20112MRS.CTIO.0000H
05541248-3444071|ESO 364- G 013                |05h54m12.5s -34d44m07s|G     |  9833|    |20096dF...C...0000J|  10106|  36|C |20112MRS.CTIO.0000H
05542529-3502351|AM 0552-350 NED01             |05h54m25.3s -35d02m35s|G     |  9772|    |20096dF...C...0000J|  10063|  32|C |20112MRS.CTIO.0000H
